customer_id,full_name,nif,phone,address,id_verified,total_rentals,avg_return_days,late_returns,churn_risk_score,join_date,still_active
191,Valentim Ferreira,399626377,935767288,"Alameda Pinho, S/N, 3681-364 Moura",1,1,12.0,1,0.997,2024-08-31,1
192,Miriam-Mia Brito,711073512,926 724 827,"Travessa Grande, 81, 8446-767 Penafiel",1,3,19.7,1,0.29,2023-04-01,1
193,Anita Correia,622068243,968 172 278,"Av de Guerreiro, 8, 3269-552 Esposende",1,0,,0,0.241,2024-06-28,1
194,Alícia Moreira,330239934,(351) 256850297,"Travessa Soares, 5, 3969-010 Seia",1,1,2.0,0,0.271,2024-05-16,1
195,Ângelo Nunes-Gomes,060694306,(351) 963 512 524,"Alameda de Garcia, 14, 2141-901 Vila Franca de Xira",1,1,2.0,0,0.077,2024-01-30,1
196,Mateus Branco,235786529,(351) 929962141,"Avenida de Vaz, 56, 1336-682 Rio Tinto",1,2,16.0,0,0.327,2023-03-15,1
197,Constança Batista,285370064,(351) 929039392,"Alameda dos Mastros, 426, 3124-115 Portimão",1,1,4.0,0,0.261,2023-11-22,1
198,Adriana Araújo,854875311,+351928689507,"Largo de Azevedo, 46, 8767-947 Vila Nova de Gaia",1,4,12.0,0,0.255,2022-08-26,1
199,Mariana Campos,804255428,(351) 935938042,"R. Cruz, 14, 1382-981 Almeirim",1,4,32.0,0,0.34,2022-09-02,1
200,Gil Correia,537642550,+351212656995,"Praça Ricardo Cunha, 403, 5664-004 Leiria",1,1,1.0,0,0.39,2022-04-21,1
201,Leonor Costa,688786020,(351) 248428587,"R. de Eduardo Soares, 721, 5696-230 Ovar",1,1,1.0,0,0.273,2023-04-02,1
202,Mara Sá,922131701,963314500,"Av Valente, 27, 8199-386 Sacavém",1,1,10.0,1,0.941,2024-03-11,1
203,Matias Teixeira,586639928,(351) 968999760,"R. Paris (Nascente), 478, 5613-697 Barcelos",1,0,,0,0.366,2022-09-18,1
204,Erika Nunes,987287314,(351) 935 629 471,"Alameda Tatiana Azevedo, 13, 7820-278 Estremoz",1,1,3.0,0,0.053,2024-04-06,1
205,Ismael Tavares,495629179,(351) 936522999,"Largo de Ramalde, 45, 2630-328 Fátima",1,2,16.0,0,0.2,2023-10-19,1
206,Jéssica Henriques,416033288,(351) 931019452,"Av Jaime Reis, 13, 9565-726 Abrantes",1,3,15.7,2,0.71,2022-08-28,1
207,Nicole Tavares,700510287,(351) 910 324 502,"Avenida Nacional 108, 2, 4570-511 Peso da Régua",1,2,18.0,0,0.201,2022-11-09,1
208,Daniela Pinho,120220175,(351) 910808748,"R. Renata Castro, 147, 7459-184 Agualva-Cacém",1,2,25.0,0,0.033,2023-07-12,1
209,Tomé Lopes,416487921,(351) 206269049,"Travessa de Alves, 9, 5259-269 Espinho",0,2,19.0,1,0.399,2024-04-28,1
210,Irina Maia,466275015,(351) 255777243,"Alameda Matos, 14, 3745-230 Praia da Vitória",1,3,36.0,1,0.532,2023-11-15,1
211,Dinis Garcia,974420360,(351) 963 834 179,"Travessa Camila Silva, 525, 5260-158 Caniço",1,2,28.5,1,0.509,2023-08-31,1
212,Jéssica Andrade,548330958,(351) 969 330 196,"Av de Melo, 65, 2215-751 Guimarães",1,3,14.7,1,0.42,2023-06-30,1
213,Anita-Salomé Pinheiro,238368060,964048083,"Alameda Fonseca, 213, 5458-486 Oliveira de Azeméis",1,1,90.0,0,0.151,2024-10-16,1
214,Leandro Barros,457923267,290596700,"Alameda de Garcia, S/N, 8870-585 Alcobaça",0,2,6.5,0,0.091,2023-10-27,1
215,Luana Fernandes,858197015,966293845,"Travessa Tomé Torres, 961, 4532-375 Torres Vedras",0,1,10.0,1,0.836,2023-01-22,1
216,Carlos Faria,196797209,926 776 646,"Travessa Henriques, S/N, 9559-038 Lourosa",1,1,22.0,0,0.085,2022-07-09,1
217,Emanuel Anjos-Vicente,192018285,(351) 929234259,"Av de Fonseca, 4, 3296-218 Fiães",1,1,11.0,0,0.265,2024-08-31,1
218,Naiara Garcia,329704937,(351) 927227830,"Avenida de Assunção, S/N, 8242-422 Guimarães",1,3,3.0,0,0.128,2023-04-19,1
219,Carminho Santos,829158551,(351) 960495536,"Travessa de Chaves de Oliveira, S/N, 6664-211 Portimão",0,2,10.0,0,0.182,2023-12-10,1
220,Paulo Mendes,397149207,225771754,"Av Inês Garcia, S/N, 7996-356 Mangualde",1,2,23.0,1,0.535,2023-02-13,1
221,Caetana Nunes,741424873,+351202404704,"R. Cardoso, 67, 7024-314 Lamego",1,3,39.7,0,0.38,2023-07-14,1
222,Dinis de Faria,262591883,(351) 938370594,"Rua de Cartes, 29, 4620-597 São Mamede de Infesta",1,5,15.4,1,0.458,2023-07-14,1
223,Margarida-Patrícia Ribeiro,249773677,965838028,"Travessa Fernandes, 82, 8316-738 Aveiro",1,1,12.0,1,0.939,2022-05-21,1
224,Sérgio do Soares,443435497,(351) 930 696 840,"Largo General Afonso Botelho, 12, 2666-327 Abrantes",1,3,32.3,1,0.382,2023-11-02,1
225,Renato Morais,296571564,(351) 299 385 758,"Praça Tiago Pires, 185, 8790-554 Peniche",1,1,10.0,1,0.913,2024-01-30,1
226,Helena Assunção,802990348,(351) 939804384,"Travessa de Martins, 19, 1951-538 Beja",1,3,6.3,0,0.287,2024-02-10,1
227,Cláudio do Valente,424796000,968187598,"Alameda Matos, S/N, 6507-863 Torres Novas",1,4,13.2,0,0.222,2023-03-01,1
228,Salvador Costa-Moreira,091657376,(351) 926 437 460,"Travessa Moura, S/N, 6718-338 Santarém",1,1,8.0,1,0.885,2022-07-30,1
229,Naiara Melo,266225492,(351) 963700175,"Rua Campos, S/N, 8874-318 Paredes",1,1,19.0,0,0.259,2023-03-09,1
230,Dinis Brito,369309140,912405151,"Avenida de Campos, 1, 4031-957 Reguengos de Monsaraz",1,1,90.0,0,0.206,2023-01-07,1
231,Filipe Jesus-Lopes,527311722,+351915731421,"R. António Dias Lourenço, 9, 1061-051 Rio Maior",1,2,5.5,0,0.332,2023-01-01,1
232,Valentim Barbosa,147569001,938030856,"Rua Freitas, 13, 2440-180 Montijo",1,3,10.3,1,0.347,2023-10-20,1
233,Sara Morais,293359847,(351) 931 495 159,"Travessa de Sidónio Pais, 2, 4410-248 Santana",1,2,2.5,1,0.606,2022-11-30,1
234,Luísa-Carminho Guerreiro,229835966,(351) 939 554 289,"Largo de Freitas, 736, 2431-665 Santo Tirso",1,1,7.0,0,0.164,2024-06-01,1
235,Francisco Nunes,771539022,+351288045826,"Travessa de Maria Pia, 48, 4586-222 Paredes",1,2,12.0,0,0.385,2022-04-19,1
236,Alice Esteves,247365003,+351917509489,"Travessa do Peneireiro, 61, 5893-772 Macedo de Cavaleiros",1,1,7.0,0,0.067,2024-11-13,1
237,Carlos Mota,909006476,918412620,"Rua de Sá, S/N, 6276-003 Sabugal",0,3,37.3,1,0.513,2022-01-07,1
238,Rafael Assunção,442787355,925558319,"Alameda dos Bacalhoeiros, 61, 2117-586 Mangualde",1,2,23.5,0,0.007,2023-09-05,1
239,Francisca Torres,042316979,(351) 967 544 371,"Rua do Tejo, 35, 7614-145 Vale de Cambra",1,1,90.0,0,0.102,2024-04-26,1
240,Filipa de Henriques,067549393,(351) 270 894 929,"Travessa Teixeira, 37, 7028-629 Felgueiras",1,4,7.8,1,0.438,2023-12-14,1
241,Inês Almeida,396904539,(351) 925 322 452,"Avenida de Pacheco, S/N, 6274-646 Braga",1,1,12.0,0,0.045,2023-08-28,1
242,Xavier Gomes-Paiva,528783573,(351) 932 710 236,"Travessa de Caselas, 76, 7273-846 Mealhada",1,3,12.3,0,0.362,2024-02-14,1
243,Nelson de Fonseca,813307345,(351) 219 976 681,"Rua das Musas, 13, 2143-997 Rebordosa",1,4,25.0,0,0.031,2023-06-30,1
244,Ivan Amaral,302364122,(351) 963148036,"Av da Feiteira, S/N, 6159-705 Aveiro",1,0,,0,0.259,2023-07-11,1
245,Carolina Mota,740985372,(351) 914805178,"Largo de Pereira, 72, 2490-866 Tavira",0,3,20.0,1,0.317,2023-12-17,1
246,Joaquim do Nascimento,350516023,(351) 929 807 289,"Av de Campos, S/N, 4519-024 Tomar",1,6,28.8,1,0.414,2023-04-08,1
247,Lúcia Henriques,510715558,(351) 967 415 331,"Praça Carolina Michaelis de Vasconcelos, 291, 3066-525 Santa Maria da Feira",1,2,23.0,1,0.527,2022-03-26,1
248,Edgar Neto,094042245,960402615,"Praça de Matias, 4, 3761-987 Santarém",1,1,13.0,0,0.091,2024-04-20,1
249,Helena Batista,119925512,(351) 921 473 271,"Av Nunes, 60, 3461-350 Póvoa de Santa Iria",1,4,37.0,1,0.48,2022-06-04,1
250,Helena-Amélia Tavares,807819135,(351) 962262689,"Rua Igor Ferreira, 247, 2874-672 Cartaxo",1,3,9.7,1,0.235,2024-08-24,1
251,César Magalhães,534941971,960 328 532,"Travessa da Bela Vista, 4, 4635-507 Viseu",1,1,7.0,0,0.242,2023-12-28,1
252,Carolina Mota,755716632,933 794 029,"Travessa Anjos, 32, 4190-067 Lagoa",1,1,23.0,0,0.274,2024-07-12,1
253,Gabriela Vaz,246306162,(351) 913605927,"R. Domingues, 96, 2098-324 Loures",1,5,13.2,0,0.107,2023-06-07,1
254,Amélia Silva,185635200,(351) 926056524,"Praça Macedo, 19, 7641-014 Ribeira Grande",1,3,17.3,1,0.485,2022-12-24,1
255,Vera-Ariana Abreu,150420598,+351915920018,"Avenida Pinto, S/N, 1191-192 Felgueiras",1,2,14.5,0,0.235,2023-05-20,1
256,Tiago Esteves,856977143,(351) 960348790,"Praça de Matias, S/N, 1761-839 Porto",1,3,15.3,1,0.465,2023-10-12,1
257,Guilherme Neto,608090101,(351) 939 470 991,"Alameda Silva, 9, 4967-124 Vila do Conde",1,0,,0,0.25,2023-07-26,1
258,Sebastião Gomes,610392788,(351) 935820285,"Largo Vaz, 12, 3669-480 Torres Novas",1,0,,0,0.085,2024-10-06,1
259,Carlota Rodrigues,189304616,(351) 262 999 208,"Praça de Cima, S/N, 6367-641 Penafiel",1,5,28.2,1,0.27,2022-12-19,1
260,Guilherme Brito,881687851,915 440 148,"R. Débora Nunes, S/N, 7415-675 Póvoa de Santa Iria",1,1,90.0,0,0.263,2023-08-17,1
261,Lara Fonseca,569050965,935978624,"Av Lourenço, 16, 3298-044 Vila Nova de Santo André",1,5,9.8,1,0.432,2022-12-30,1
262,Bruna Lopes-Vicente,882672800,927 650 196,"Alameda de Vandoma, 2, 4365-781 Lamego",1,2,8.5,0,0.225,2023-01-18,1
263,Artur Amorim,272081472,(351) 930651510,"Alameda da Sé, 842, 8692-100 Bragança",1,2,11.0,0,0.38,2023-10-05,1
264,Mauro Castro-Oliveira,735640783,224 379 413,"Travessa de Pires, S/N, 2526-452 Ourém",1,1,90.0,0,0.328,2023-01-06,1
265,Rafael Jesus,083069789,(351) 917736357,"Largo de Morais, 31, 5514-781 Torres Novas",1,2,53.0,0,0.083,2022-07-17,1
266,Igor da Nascimento,951454983,(351) 223718640,"Largo de Moura, 30, 2583-263 Serpa",1,3,18.7,1,0.556,2022-06-22,1
267,Francisca Oliveira,146749066,927 676 294,"Largo das Cebolas, 22, 3776-461 Lisboa",1,4,42.2,1,0.377,2023-01-22,1
268,Renato Costa,675185711,960033235,"Largo da Expo 98, 85, 3509-753 Fafe",1,3,16.7,0,0.395,2022-07-22,1
269,Daniela Pereira,560595634,(351) 219 794 193,"Largo Morais, 381, 7943-965 Sacavém",1,4,13.5,1,0.502,2023-10-29,1
270,Artur de Loureiro,180739200,(351) 935984355,"R. Costa, 939, 2529-296 Silves",1,3,5.3,0,0.369,2022-06-18,1
271,Petra Monteiro,856533777,267747779,"Rua de Mendes, 65, 7367-549 Santa Maria da Feira",1,3,7.3,1,0.267,2022-05-27,1
272,Ângela Batista,031678719,(351) 932 785 088,"Avenida do Dr. António Macedo, 20, 9329-735 Setúbal",1,4,17.0,0,0.212,2022-02-06,1
273,Kyara do Lima,615487201,(351) 960689713,"Travessa de Fernandes, 12, 7789-298 Pombal",1,3,32.7,1,0.517,2023-12-03,1
274,Eduardo Vaz,025455005,(351) 964 631 378,"Largo Mateus Amorim, 55, 7883-742 Porto Santo",1,3,5.7,0,0.039,2023-07-15,1
275,Eva da Vicente,080998397,+351914363238,"R. Ângelo Gomes, 34, 2368-807 Lourosa",1,2,57.5,0,0.31,2023-06-15,1
276,Yara Baptista,738872461,(351) 283855396,"Avenida de Borges, 69, 4622-864 Estremoz",1,0,,0,0.2,2022-11-18,1
277,Diogo Vicente-Maia,034383000,(351) 963101523,"Alameda Teresa Lourenço, 890, 1769-190 Sacavém",1,3,7.7,1,0.34,2022-09-15,1
278,Gaspar Branco,435294930,(351) 294205850,"Largo do Pinheiro, 68, 1402-258 Bragança",1,3,14.0,0,0.016,2023-07-17,1
279,Rafael Abreu,417996546,934599046,"Travessa de Simões, 9, 9292-480 Valbom",1,2,12.5,1,0.575,2023-04-14,1
280,Núria Torres,289735189,(351) 960713399,"Avenida Kelly Santos, 51, 8946-352 Pombal",1,3,4.3,1,0.419,2023-06-05,1
281,Bruna Machado,225275600,(351) 932412443,"Largo de Amaral, 50, 5158-838 Ermesinde",1,0,,0,0.12,2024-07-26,1
282,Mafalda Vicente,302340567,(351) 934127738,"Alameda Cunha, S/N, 8589-377 Barreiro",1,3,32.3,0,0.244,2023-01-07,1
283,Duarte Campos,125158904,(351) 281631824,"R. Sophia de Mello Breyner Andresen, 29, 1617-478 Amarante",1,3,13.3,0,0.327,2022-06-21,1
284,Dinis Vaz-Batista,828051666,(351) 928 890 317,"R. do Conselho da Europa, 98, 7409-736 Fundão",0,1,18.0,0,0.112,2023-01-27,1
285,Diana Ramos-Neves,812392788,925 481 508,"R. de Guerreiro, 96, 2441-272 Barreiro",1,3,6.3,0,0.394,2023-10-20,1
286,Fábio Amaral,479098636,(351) 925 217 760,"Av Professor José Conde, 31, 4883-753 Esmoriz",0,3,11.3,1,0.263,2023-06-21,1
287,Clara Rocha,276958444,(351) 276127884,"R. Joaquim Araújo, 98, 6195-414 Maia",1,3,6.7,0,0.146,2022-08-12,1
288,Lucas Leite,224824886,+351918220940,"Travessa da Expo 98, 62, 6200-468 Almeirim",1,6,19.0,1,0.261,2022-11-12,1
289,Guilherme Neves,137371450,(351) 296 422 919,"Alameda Nelson Mendes, 1, 3888-647 Porto",1,2,10.0,0,0.084,2022-03-02,1
290,César Oliveira,118026691,(351) 231 471 788,"Largo Samuel Cunha, 11, 5380-222 Peniche",1,4,16.0,1,0.353,2023-08-09,1
291,Joaquim do Santos,193960610,(351) 939373824,"R. de Vandoma, 18, 1089-174 Marinha Grande",1,2,20.0,1,0.559,2023-10-01,1
292,Matilde Brito,189119925,916668720,"Praça de São Lourenço, 21, 1413-011 Oliveira do Hospital",1,5,17.4,2,0.407,2023-03-14,1
293,Eduardo Pinheiro,692476883,(351) 913 269 166,"Praça de Carvalho, 43, 5850-439 Covilhã",1,4,20.5,0,0.09,2023-07-19,1
294,Luísa Campos,034141318,(351) 911 338 434,"Praça Ferreira, 36, 5913-441 Braga",1,2,11.5,0,0.382,2023-12-24,1
295,Eva Abreu,814051325,(351) 918845480,"Travessa da Póvoa, 39, 1129-184 Santa Comba Dão",1,0,,0,0.218,2023-10-27,1
296,Luciana Cruz,790447085,+351969788089,"Praça de Torres, S/N, 9122-941 Pinhel",1,0,,0,0.038,2022-07-09,1
297,Sérgio Moreira,940671487,+351255065026,"Avenida de Ribeiro, 8, 8702-190 Santa Cruz",1,2,19.0,0,0.184,2022-10-12,1
298,Vasco Cruz-Matos,103145645,922 804 785,"Largo de Antero de Quental, 945, 9944-193 Cantanhede",1,2,9.0,0,0.046,2024-07-07,1
299,Bruno Leal-Barros,275794074,915 508 704,"Avenida Anjos, 122, 9424-716 São João da Madeira",0,1,5.0,0,0.126,2023-06-10,1
300,Lia Tavares-Brito,374499987,(351) 961212766,"Avenida Fernandes, 33, 1501-268 Oliveira de Azeméis",0,3,13.7,2,0.412,2023-04-08,1
301,Lisandro Cardoso,339136941,(351) 929 407 546,"Avenida Dom Afonso Henriques, 55, 8537-927 Abrantes",1,1,90.0,0,0.195,2022-07-28,1
302,Flor Miranda,641060326,(351) 921 396 457,"Avenida Morais, 12, 9078-480 Lamego",1,1,27.0,0,0.321,2024-07-07,1
303,Naiara Nascimento,753180576,(351) 927336834,"R. Débora Ramos, S/N, 3534-292 Portalegre",1,1,3.0,0,0.35,2024-04-02,1
304,Fabiana Machado,010896546,259757644,"Alameda de Freitas, 5, 3697-253 Cantanhede",1,5,12.2,2,0.592,2022-05-27,1
305,Diana Cardoso,253606400,918829147,"Av Ivo Maia, 8, 3059-196 Pinhel",1,3,32.0,2,0.613,2023-07-27,1
306,Mário Ramos,486794869,(351) 915615814,"Rua de Machado, 18, 8860-944 Ovar",1,4,28.8,2,0.591,2022-07-09,1
307,Jaime Leite,948481703,+351934014089,"Praça de Pacheco, 39, 2916-082 Castelo Branco",1,2,11.5,1,0.327,2022-02-14,1
308,Larissa Torres,100770177,(351) 913285382,"Largo de Basílio Teles, 20, 3952-919 Vale de Cambra",1,5,12.8,2,0.257,2022-06-16,1
309,Diana Matias,375949330,(351) 219 157 950,"Praça Mota, 28, 1375-312 Oliveira do Bairro",1,1,90.0,0,0.187,2023-12-02,1
310,Gonçalo Henriques,111719600,968315935,"Avenida das Canas, 31, 3613-717 Póvoa de Santa Iria",1,3,23.7,1,0.49,2023-07-29,1
311,Ema de Magalhães,021444155,939690511,"Av Dom Afonso Henriques, 19, 1399-175 Oliveira do Bairro",1,3,18.3,2,0.637,2023-07-13,1
312,Ângelo da Sá,674333849,(351) 256121152,"Avenida de Simões, S/N, 3013-607 Moura",1,1,24.0,0,0.273,2023-08-25,1
313,Caetana Silva,552391703,914 473 923,"Largo de Reis, 71, 4248-508 Covilhã",1,3,16.7,2,0.625,2022-06-20,1
314,Miriam Lourenço,530049992,(351) 917563217,"R. Francisca Sousa, 54, 3042-711 Paços de Ferreira",1,1,12.0,0,0.035,2022-12-10,1
315,Henrique Ribeiro,653619773,(351) 960 106 857,"Rua Ricardo Castro, 7, 1651-574 Lagos",1,2,29.0,1,0.53,2023-10-02,1
316,Nelson Neves,739462487,(351) 287 320 154,"Avenida Neto, 92, 6293-298 Caniço",1,2,51.5,0,0.155,2024-09-06,1
317,Eduarda Pacheco,238586539,916935044,"Avenida Lourenço Ribeiro, S/N, 8035-208 Cantanhede",1,1,13.0,0,0.292,2024-08-01,1
318,Alexandre Oliveira,768714134,910517636,"Avenida das Amoreiras, 74, 2701-160 Ílhavo",1,0,,0,0.097,2023-06-30,1
319,Nair Leite-Ribeiro,179670605,(351) 232 195 303,"R. das Ondas, 37, 3890-577 Maia",1,1,3.0,0,0.083,2023-05-13,1
320,Sandro Assunção,173579211,937697818,"Rua da Igreja, 13, 1342-881 Vila Real de Santo António",1,1,15.0,0,0.373,2023-06-01,1
321,Filipa Lopes,506989354,(351) 965 272 260,"R. Tomé Brito, 5, 3211-701 Torres Novas",1,3,37.0,0,0.306,2024-05-24,1
322,Érica Pinheiro,639897014,937 314 488,"Avenida Tavares, 40, 3769-847 Angra do Heroísmo",1,6,15.7,3,0.575,2023-04-25,1
323,João Lopes,557039342,(351) 936950948,"Av de Caselas, S/N, 5110-226 Fiães",1,3,7.7,0,0.103,2023-07-28,1
324,Lisandro Nunes-Domingues,186692552,967 715 704,"Praça Moreira, S/N, 9948-348 Beja",1,2,55.0,0,0.372,2023-06-19,1
325,Violeta Freitas,050926000,(351) 965 897 595,"Largo de Almeida, S/N, 2615-310 Santana",1,3,30.0,0,0.022,2024-02-06,1
326,Benedita Correia,101561619,+351937225058,"Praça Domingues, 82, 8710-426 Santo Tirso",1,1,50.0,1,0.955,2023-10-07,1
327,Larissa Nunes,844981213,923336643,"Avenida da Banda de Ramalde, 17, 7084-614 Santa Comba Dão",0,4,52.8,1,0.383,2023-03-28,1
328,Daniela Lopes,882384699,(351) 929 276 521,"Rua das Comunidades Portuguesas, 43, 5410-190 Vale de Cambra",0,2,12.0,0,0.118,2022-05-19,1
329,Frederico Andrade,867233104,912833065,"Avenida Cardoso, 34, 6856-784 Vila Nova de Santo André",1,2,48.5,0,0.021,2023-06-07,1
330,Tomé Reis,817736556,(351) 236 671 403,"Travessa de Faria, 638, 1797-950 Agualva-Cacém",0,5,29.0,0,0.1,2023-01-24,1
331,Wilson do Borges,221882206,913 302 108,"Alameda Alexandra Moreira, 2, 6841-805 Ovar",1,3,14.7,1,0.289,2022-08-15,1
332,Mia Garcia,186417613,+351925414872,"Rua Bryan Marques, S/N, 3558-177 Lagos",1,4,24.0,1,0.355,2022-09-02,1
333,Ismael Morais,236416936,916230934,"Largo Lucas Batista, 88, 9238-416 Mangualde",1,3,6.3,0,0.078,2023-11-29,1
334,Teresa Pinheiro,599167640,(351) 910 247 180,"Rua Almirante Pinheiro de Azevedo, 7, 8630-050 Portimão",1,1,37.0,1,0.937,2024-07-05,1
335,Alice Pereira,239193252,(351) 914423049,"Av Neto, 101, 3931-612 São Salvador de Lordelo",1,3,10.3,0,0.134,2022-09-21,1
336,Nádia Jesus-Neves,826712693,919 474 729,"Largo Larissa Borges, 57, 1607-003 Valbom",1,2,6.5,0,0.392,2023-08-29,1
337,Matias Campos,499952252,(351) 914801852,"Praça Maia, 996, 6978-002 Ovar",1,3,37.7,3,0.782,2023-04-27,1
338,Yara Freitas,644484368,+351914634464,"Av Santos, 27, 3819-554 Horta",1,3,6.3,0,0.187,2022-12-12,1
339,Yasmin-Marta Vieira,111433064,961945503,"Travessa da Conceição, S/N, 6784-243 Guimarães",0,1,90.0,0,0.249,2024-09-11,1
340,Petra Borges-Carvalho,805877155,(351) 939 159 374,"Travessa de Tavares, 78, 5384-999 Esposende",1,2,13.0,0,0.015,2023-07-29,1
341,Salvador Oliveira,906278790,913492297,"Travessa Monteiro, S/N, 2303-008 Odivelas",1,3,37.3,0,0.172,2022-12-17,1
342,Constança Carvalho,591204637,(351) 960282674,"Travessa Gaspar, 59, 8020-844 Reguengos de Monsaraz",1,4,32.8,1,0.422,2022-12-02,1
343,Petra Marques,626603235,931 139 267,"Travessa do Olival, 7, 1118-462 Seixal",1,1,3.0,0,0.395,2023-10-14,1
344,Cláudio Baptista,180295599,936 305 851,"Alameda de Lopes, 405, 4136-396 Fafe",1,4,8.2,0,0.118,2021-12-18,1
345,Emanuel Castro,773793957,(351) 969 096 552,"Av do Campo da Bola, 82, 9131-097 Vila Nova de Gaia",1,0,,0,0.388,2023-09-06,1
346,Duarte Leal,551924741,(351) 914405813,"R. William Barros, 56, 6659-635 Gandra",0,2,19.0,1,0.576,2023-08-21,1
347,Denis Tavares,736703862,921114297,"Rua de Pinho, 745, 1394-152 Vizela",1,3,6.7,0,0.217,2023-07-03,1
348,Erica Barbosa,676112584,927929894,"Travessa de Branco, 671, 6164-326 Rebordosa",1,3,50.0,0,0.138,2023-04-09,1
349,Pilar da Martins,233008056,918 887 658,"Alameda Freitas, 59, 2984-751 Santarém",1,1,17.0,0,0.114,2024-05-16,1
350,Denis Nogueira,082924828,(351) 271207598,"Rua da Bouça, S/N, 7277-759 Ovar",1,2,5.0,0,0.035,2023-06-18,1
351,Brian Figueiredo,210788312,(351) 910 196 614,"Largo de Teófilo Braga, 30, 3964-592 Miranda do Douro",1,1,16.0,0,0.103,2023-05-14,1
352,Soraia Nogueira,365485220,964326014,"Travessa de Soares, 618, 1924-418 Penafiel",1,2,19.0,0,0.233,2022-07-29,1
353,Miriam Ferreira,019708428,918 265 955,"Alameda de Santo António dos Capuchos, 19, 2104-273 Esposende",1,2,55.5,0,0.276,2023-08-23,1
354,Brian Silva,162796365,(351) 919 328 309,"Alameda Rocha, S/N, 1851-888 Montijo",0,1,16.0,0,0.146,2024-08-22,1
355,Sandro Carneiro,955510051,(351) 939 766 428,"Praça Mahatma Gandhi, 9, 7105-322 Valbom",0,1,9.0,0,0.251,2024-08-25,1
356,Melissa Anjos,194842262,(351) 913 363 472,"Largo de Figueiredo, 59, 3909-681 Vizela",1,1,11.0,0,0.242,2023-03-07,1
357,Samuel Tavares,003607223,(351) 961 322 607,"Praça Mário Santos, 4, 4445-494 Valpaços",1,3,13.0,0,0.231,2024-05-28,1
358,Gil Magalhães,283034243,917 992 492,"Travessa César Loureiro, 99, 3704-539 Montijo",1,6,16.0,4,0.607,2022-09-24,1
359,Tatiana Rodrigues,539169280,(351) 238 979 741,"Avenida do Arboreto, 5, 7264-430 Sintra",1,2,12.5,0,0.321,2023-03-29,1
360,Luciana Amaral,166316696,(351) 933318322,"Av Coelho, 62, 3640-584 Leiria",1,3,18.7,1,0.484,2024-01-26,1
361,Mélanie Gonçalves,740330454,(351) 924 418 272,"Rua do Sapal, 30, 3506-142 Torres Novas",1,2,11.5,1,0.544,2022-03-10,1
362,Luciana Antunes,106166497,268 369 503,"R. Domingues, 30, 7995-054 Santarém",0,2,3.5,0,0.066,2024-03-24,1
363,Luís Costa-Domingues,844580151,(351) 966 828 487,"Largo Silva, S/N, 1072-872 Albufeira",1,3,5.7,0,0.228,2023-02-25,1
364,Violeta Torres,429628092,(351) 939 917 876,"Av Leal, S/N, 8438-722 Mirandela",1,4,30.2,1,0.27,2022-06-29,1
365,Filipa-Clara Branco,150509699,(351) 966 952 991,"Praça de Paiva, 49, 8897-297 Oliveira do Hospital",1,2,8.0,0,0.278,2023-07-21,1
366,Eva Macedo,613152552,968 474 564,"Largo da Raposa, 95, 4359-952 Trofa",1,0,,0,0.072,2024-12-21,1
367,Rafaela Nascimento,228058837,922 486 749,"Praça Oliveira, 60, 8380-726 Marco de Canaveses",1,2,45.5,0,0.31,2024-02-09,1
368,Sofia Ferreira,435404762,(351) 937583112,"R. de Monteiro, 38, 1635-647 Viseu",1,1,24.0,0,0.176,2023-11-18,1
369,Salomé Campos,395011152,(351) 928 348 737,"Rua Ana Neto, S/N, 1737-223 Fiães",1,3,15.7,0,0.143,2022-12-28,1
370,Ricardo Paiva,586277888,936238130,"Av Eduardo Oliveira, 93, 5195-709 Sintra",1,5,12.0,0,0.023,2023-01-11,1
371,Fabiana Araújo,031748903,+351206707736,"Rua do Prof. Egas Moniz, 6, 9597-397 Valbom",0,3,39.7,1,0.338,2023-05-07,1
372,Renato Pinheiro,588097186,964 367 562,"Avenida de Domingues, 10, 9592-306 Loulé",0,4,13.5,1,0.327,2022-12-21,1
373,Benjamim Castro,422935545,(351) 926 113 070,"Largo de Ribeiro Sanches, S/N, 2402-245 São Mamede de Infesta",1,3,23.3,2,0.437,2023-07-25,1
374,Lara Correia,205596757,(351) 914259695,"Avenida de Sá, 52, 9244-360 Póvoa de Varzim",1,4,30.8,1,0.322,2022-12-08,1
375,William Amorim,911379830,(351) 217 312 209,"Av Manuel Ricardo Espírito Santo, 90, 5158-397 Vila Franca de Xira",1,3,5.7,1,0.23,2023-02-02,1
376,Vitória-Petra Coelho,576274511,(351) 936 169 205,"Largo de Simões, 63, 3604-272 Lagos",1,0,,0,0.124,2023-09-19,1
377,Renata Branco,089589701,(351) 966 910 102,"Rua Letícia Maia, 216, 6157-564 Valbom",1,3,9.7,2,0.418,2022-11-04,1
378,Miguel Moreira-Coelho,221336896,256 084 975,"Avenida Leal, 46, 3973-540 Angra do Heroísmo",0,1,7.0,0,0.144,2023-12-17,1
379,Fábio Azevedo,834761289,(351) 911612576,"Av Sandro Oliveira, 38, 1394-896 Oliveira do Bairro",1,2,2.5,0,0.305,2023-05-17,1
380,Constança Coelho-Soares,993074611,(351) 919954300,"Rua de Lopes, 744, 4414-931 Marco de Canaveses",1,4,10.5,1,0.502,2023-11-28,1
